sample_id,image,caption,prompt,answer
198,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the people with shoes are touching each other
Answer: No.

Example 2:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: Yes.

Example 3:
Image: <image>
Caption: A right hand pulls a glove onto a left hand
Answer: No.

Example 4:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Example 5:
Image: <image>
Caption: there's a phone on a map
Answer: No.

Example 6:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 7:
Image: <image>
Caption: an object that rolls is on some wood
Answer: No.

Example 8:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: The kids see the pancake and the adult throws it
Answer: ",No.
198,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the people with shoes are touching each other
Answer: No.

Example 2:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: Yes.

Example 3:
Image: <image>
Caption: A right hand pulls a glove onto a left hand
Answer: No.

Example 4:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Example 5:
Image: <image>
Caption: there's a phone on a map
Answer: No.

Example 6:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 7:
Image: <image>
Caption: an object that rolls is on some wood
Answer: No.

Example 8:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: The kid throws the pancake and the adult sees it
Answer: ",No.
198,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the people with shoes are touching each other
Answer: No.

Example 2:
Image: <image>
Caption: the person with green legs is running quite slowly and the red legged one runs faster
Answer: Yes.

Example 3:
Image: <image>
Caption: A right hand pulls a glove onto a left hand
Answer: No.

Example 4:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Example 5:
Image: <image>
Caption: there's a phone on a map
Answer: No.

Example 6:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 7:
Image: <image>
Caption: an object that rolls is on some wood
Answer: No.

Example 8:
Image: <image>
Caption: parent pointing at child
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: The kids see the pancake and the adult throws it
Answer: ",Yes.
199,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 2:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Example 3:
Image: <image>
Caption: the pet on the right is white and the one on the left is not
Answer: No.

Example 4:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 5:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 6:
Image: <image>
Caption: there are more apples than pears
Answer: Yes.

Example 7:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: No.

Example 8:
Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: painting gray walls white
Answer: ",Yes.
199,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 2:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Example 3:
Image: <image>
Caption: the pet on the right is white and the one on the left is not
Answer: No.

Example 4:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 5:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 6:
Image: <image>
Caption: there are more apples than pears
Answer: Yes.

Example 7:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: No.

Example 8:
Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: painting white walls gray
Answer: ",No.
199,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 2:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Example 3:
Image: <image>
Caption: the pet on the right is white and the one on the left is not
Answer: No.

Example 4:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 5:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 6:
Image: <image>
Caption: there are more apples than pears
Answer: Yes.

Example 7:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: No.

Example 8:
Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: painting gray walls white
Answer: ",No.
199,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the water is filled with plastic
Answer: No.

Example 2:
Image: <image>
Caption: a person sits and a dog stands
Answer: Yes.

Example 3:
Image: <image>
Caption: the pet on the right is white and the one on the left is not
Answer: No.

Example 4:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 5:
Image: <image>
Caption: the watering can is larger than the pot
Answer: No.

Example 6:
Image: <image>
Caption: there are more apples than pears
Answer: Yes.

Example 7:
Image: <image>
Caption: the more content person has the healthier food and the less content person has the less healthy food
Answer: No.

Example 8:
Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: painting white walls gray
Answer: ",Yes.
200,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: an adult kisses a child
Answer: No.

Example 2:
Image: <image>
Caption: handing a hammer
Answer: Yes.

Example 3:
Image: <image>
Caption: parent pointing at child
Answer: No.

Example 4:
Image: <image>
Caption: the moon prevents the sun's rays from falling on the earth
Answer: Yes.

Example 5:
Image: <image>
Caption: the glasses full of water are above the person's head and leg
Answer: No.

Example 6:
Image: <image>
Caption: the person is jumping while the cat is sitting
Answer: Yes.

Example 7:
Image: <image>
Caption: a dog is using a wheelchair next to a person
Answer: No.

Example 8:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a shorter person wearing blue standing next to a taller person
Answer: ",Yes.
200,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: an adult kisses a child
Answer: No.

Example 2:
Image: <image>
Caption: handing a hammer
Answer: Yes.

Example 3:
Image: <image>
Caption: parent pointing at child
Answer: No.

Example 4:
Image: <image>
Caption: the moon prevents the sun's rays from falling on the earth
Answer: Yes.

Example 5:
Image: <image>
Caption: the glasses full of water are above the person's head and leg
Answer: No.

Example 6:
Image: <image>
Caption: the person is jumping while the cat is sitting
Answer: Yes.

Example 7:
Image: <image>
Caption: a dog is using a wheelchair next to a person
Answer: No.

Example 8:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a taller person wearing blue standing next to a shorter person
Answer: ",Yes.
200,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: an adult kisses a child
Answer: No.

Example 2:
Image: <image>
Caption: handing a hammer
Answer: Yes.

Example 3:
Image: <image>
Caption: parent pointing at child
Answer: No.

Example 4:
Image: <image>
Caption: the moon prevents the sun's rays from falling on the earth
Answer: Yes.

Example 5:
Image: <image>
Caption: the glasses full of water are above the person's head and leg
Answer: No.

Example 6:
Image: <image>
Caption: the person is jumping while the cat is sitting
Answer: Yes.

Example 7:
Image: <image>
Caption: a dog is using a wheelchair next to a person
Answer: No.

Example 8:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a shorter person wearing blue standing next to a taller person
Answer: ",Yes.
200,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: an adult kisses a child
Answer: No.

Example 2:
Image: <image>
Caption: handing a hammer
Answer: Yes.

Example 3:
Image: <image>
Caption: parent pointing at child
Answer: No.

Example 4:
Image: <image>
Caption: the moon prevents the sun's rays from falling on the earth
Answer: Yes.

Example 5:
Image: <image>
Caption: the glasses full of water are above the person's head and leg
Answer: No.

Example 6:
Image: <image>
Caption: the person is jumping while the cat is sitting
Answer: Yes.

Example 7:
Image: <image>
Caption: a dog is using a wheelchair next to a person
Answer: No.

Example 8:
Image: <image>
Caption: there are more ladybugs than flowers
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a taller person wearing blue standing next to a shorter person
Answer: ",Yes.
201,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: hot rubber and cool metal
Answer: No.

Example 2:
Image: <image>
Caption: there are more silver coins than gold coins
Answer: Yes.

Example 3:
Image: <image>
Caption: a fencer who is wearing black pants having a point scored against them by another fencer using a wheelchair
Answer: No.

Example 4:
Image: <image>
Caption: the person in the middle is floating and some others are standing
Answer: Yes.

Example 5:
Image: <image>
Caption: it's a fire truck
Answer: No.

Example 6:
Image: <image>
Caption: the fruit is heavy while the junk food is light
Answer: Yes.

Example 7:
Image: <image>
Caption: the outer bristles are blue and the inner ones are white
Answer: No.

Example 8:
Image: <image>
Caption: there's a phone on a map
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a person wearing a bear mask in blue on the left hand side of a person wearing a panda mask with glasses in pink
Answer: ",Yes.
201,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: hot rubber and cool metal
Answer: No.

Example 2:
Image: <image>
Caption: there are more silver coins than gold coins
Answer: Yes.

Example 3:
Image: <image>
Caption: a fencer who is wearing black pants having a point scored against them by another fencer using a wheelchair
Answer: No.

Example 4:
Image: <image>
Caption: the person in the middle is floating and some others are standing
Answer: Yes.

Example 5:
Image: <image>
Caption: it's a fire truck
Answer: No.

Example 6:
Image: <image>
Caption: the fruit is heavy while the junk food is light
Answer: Yes.

Example 7:
Image: <image>
Caption: the outer bristles are blue and the inner ones are white
Answer: No.

Example 8:
Image: <image>
Caption: there's a phone on a map
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a person wearing a panda mask with glasses in blue on the left hand side of a person wearing a bear mask in pink
Answer: ",Yes.
201,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: hot rubber and cool metal
Answer: No.

Example 2:
Image: <image>
Caption: there are more silver coins than gold coins
Answer: Yes.

Example 3:
Image: <image>
Caption: a fencer who is wearing black pants having a point scored against them by another fencer using a wheelchair
Answer: No.

Example 4:
Image: <image>
Caption: the person in the middle is floating and some others are standing
Answer: Yes.

Example 5:
Image: <image>
Caption: it's a fire truck
Answer: No.

Example 6:
Image: <image>
Caption: the fruit is heavy while the junk food is light
Answer: Yes.

Example 7:
Image: <image>
Caption: the outer bristles are blue and the inner ones are white
Answer: No.

Example 8:
Image: <image>
Caption: there's a phone on a map
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a person wearing a bear mask in blue on the left hand side of a person wearing a panda mask with glasses in pink
Answer: ",Yes.
201,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: hot rubber and cool metal
Answer: No.

Example 2:
Image: <image>
Caption: there are more silver coins than gold coins
Answer: Yes.

Example 3:
Image: <image>
Caption: a fencer who is wearing black pants having a point scored against them by another fencer using a wheelchair
Answer: No.

Example 4:
Image: <image>
Caption: the person in the middle is floating and some others are standing
Answer: Yes.

Example 5:
Image: <image>
Caption: it's a fire truck
Answer: No.

Example 6:
Image: <image>
Caption: the fruit is heavy while the junk food is light
Answer: Yes.

Example 7:
Image: <image>
Caption: the outer bristles are blue and the inner ones are white
Answer: No.

Example 8:
Image: <image>
Caption: there's a phone on a map
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a person wearing a panda mask with glasses in blue on the left hand side of a person wearing a bear mask in pink
Answer: ",Yes.
202,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Example 3:
Image: <image>
Caption: they worked out then they drank water
Answer: No.

Example 4:
Image: <image>
Caption: what is green will soon be yellow
Answer: Yes.

Example 5:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: No.

Example 6:
Image: <image>
Caption: a cat viewing a human on a screen
Answer: Yes.

Example 7:
Image: <image>
Caption: red building with white shutters
Answer: No.

Example 8:
Image: <image>
Caption: there is more love than hate
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a car containing many a box
Answer: ",Yes.
202,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Example 3:
Image: <image>
Caption: they worked out then they drank water
Answer: No.

Example 4:
Image: <image>
Caption: what is green will soon be yellow
Answer: Yes.

Example 5:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: No.

Example 6:
Image: <image>
Caption: a cat viewing a human on a screen
Answer: Yes.

Example 7:
Image: <image>
Caption: red building with white shutters
Answer: No.

Example 8:
Image: <image>
Caption: there is more love than hate
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a box containing many a car
Answer: ",No.
202,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Example 3:
Image: <image>
Caption: they worked out then they drank water
Answer: No.

Example 4:
Image: <image>
Caption: what is green will soon be yellow
Answer: Yes.

Example 5:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: No.

Example 6:
Image: <image>
Caption: a cat viewing a human on a screen
Answer: Yes.

Example 7:
Image: <image>
Caption: red building with white shutters
Answer: No.

Example 8:
Image: <image>
Caption: there is more love than hate
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a car containing many a box
Answer: ",No.
202,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the hurt person is on the left and the helpful person is on the right
Answer: No.

Example 2:
Image: <image>
Caption: a person spraying water on someone else and a person on a bike
Answer: Yes.

Example 3:
Image: <image>
Caption: they worked out then they drank water
Answer: No.

Example 4:
Image: <image>
Caption: what is green will soon be yellow
Answer: Yes.

Example 5:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: No.

Example 6:
Image: <image>
Caption: a cat viewing a human on a screen
Answer: Yes.

Example 7:
Image: <image>
Caption: red building with white shutters
Answer: No.

Example 8:
Image: <image>
Caption: there is more love than hate
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a box containing many a car
Answer: ",Yes.
203,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a big cat is next to a small dog
Answer: No.

Example 2:
Image: <image>
Caption: the dress on the left is long and the dress on the right is short
Answer: Yes.

Example 3:
Image: <image>
Caption: living things drinking
Answer: No.

Example 4:
Image: <image>
Caption: few wind turbines and many clouds
Answer: Yes.

Example 5:
Image: <image>
Caption: the flip flops are too big for these feet
Answer: No.

Example 6:
Image: <image>
Caption: two boats and one direction down the stream
Answer: Yes.

Example 7:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 8:
Image: <image>
Caption: standing on feet
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: left is red and right is blue
Answer: ",Yes.
203,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a big cat is next to a small dog
Answer: No.

Example 2:
Image: <image>
Caption: the dress on the left is long and the dress on the right is short
Answer: Yes.

Example 3:
Image: <image>
Caption: living things drinking
Answer: No.

Example 4:
Image: <image>
Caption: few wind turbines and many clouds
Answer: Yes.

Example 5:
Image: <image>
Caption: the flip flops are too big for these feet
Answer: No.

Example 6:
Image: <image>
Caption: two boats and one direction down the stream
Answer: Yes.

Example 7:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 8:
Image: <image>
Caption: standing on feet
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: left is blue and right is red
Answer: ",Yes.
203,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a big cat is next to a small dog
Answer: No.

Example 2:
Image: <image>
Caption: the dress on the left is long and the dress on the right is short
Answer: Yes.

Example 3:
Image: <image>
Caption: living things drinking
Answer: No.

Example 4:
Image: <image>
Caption: few wind turbines and many clouds
Answer: Yes.

Example 5:
Image: <image>
Caption: the flip flops are too big for these feet
Answer: No.

Example 6:
Image: <image>
Caption: two boats and one direction down the stream
Answer: Yes.

Example 7:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 8:
Image: <image>
Caption: standing on feet
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: left is red and right is blue
Answer: ",Yes.
203,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a big cat is next to a small dog
Answer: No.

Example 2:
Image: <image>
Caption: the dress on the left is long and the dress on the right is short
Answer: Yes.

Example 3:
Image: <image>
Caption: living things drinking
Answer: No.

Example 4:
Image: <image>
Caption: few wind turbines and many clouds
Answer: Yes.

Example 5:
Image: <image>
Caption: the flip flops are too big for these feet
Answer: No.

Example 6:
Image: <image>
Caption: two boats and one direction down the stream
Answer: Yes.

Example 7:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 8:
Image: <image>
Caption: standing on feet
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: left is blue and right is red
Answer: ",Yes.
204,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the cat on the left of the photo has its right paw ahead of its left
Answer: No.

Example 2:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: Yes.

Example 3:
Image: <image>
Caption: concrete floors with wood walls
Answer: No.

Example 4:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 5:
Image: <image>
Caption: the train is moving fast while the person is still
Answer: No.

Example 6:
Image: <image>
Caption: the taller person hugs the shorter person
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: there are three people and two windows
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: many a table tennis racket, just one ball
Answer: ",No.
204,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the cat on the left of the photo has its right paw ahead of its left
Answer: No.

Example 2:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: Yes.

Example 3:
Image: <image>
Caption: concrete floors with wood walls
Answer: No.

Example 4:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 5:
Image: <image>
Caption: the train is moving fast while the person is still
Answer: No.

Example 6:
Image: <image>
Caption: the taller person hugs the shorter person
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: there are three people and two windows
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: just one table tennis racket, many a ball
Answer: ",No.
204,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the cat on the left of the photo has its right paw ahead of its left
Answer: No.

Example 2:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: Yes.

Example 3:
Image: <image>
Caption: concrete floors with wood walls
Answer: No.

Example 4:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 5:
Image: <image>
Caption: the train is moving fast while the person is still
Answer: No.

Example 6:
Image: <image>
Caption: the taller person hugs the shorter person
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: there are three people and two windows
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: many a table tennis racket, just one ball
Answer: ",No.
204,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the cat on the left of the photo has its right paw ahead of its left
Answer: No.

Example 2:
Image: <image>
Caption: a child with a fake beard and an adult
Answer: Yes.

Example 3:
Image: <image>
Caption: concrete floors with wood walls
Answer: No.

Example 4:
Image: <image>
Caption: a person cries while another person wearing jewelry above their shoulders consoles
Answer: Yes.

Example 5:
Image: <image>
Caption: the train is moving fast while the person is still
Answer: No.

Example 6:
Image: <image>
Caption: the taller person hugs the shorter person
Answer: Yes.

Example 7:
Image: <image>
Caption: an apple is on a target
Answer: No.

Example 8:
Image: <image>
Caption: there are three people and two windows
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: just one table tennis racket, many a ball
Answer: ",Yes.
205,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: The red book is above the yellow book and below the blue book
Answer: No.

Example 2:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 3:
Image: <image>
Caption: a large living thing in front of a large non-living thing
Answer: No.

Example 4:
Image: <image>
Caption: people fall on the leaves
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: there is a mug in some grass
Answer: Yes.

Example 7:
Image: <image>
Caption: there are two people and a bunch of horses
Answer: No.

Example 8:
Image: <image>
Caption: the one in the middle is taller than the ones on the side are
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: four lions, no tigers
Answer: ",Yes.
205,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: The red book is above the yellow book and below the blue book
Answer: No.

Example 2:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 3:
Image: <image>
Caption: a large living thing in front of a large non-living thing
Answer: No.

Example 4:
Image: <image>
Caption: people fall on the leaves
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: there is a mug in some grass
Answer: Yes.

Example 7:
Image: <image>
Caption: there are two people and a bunch of horses
Answer: No.

Example 8:
Image: <image>
Caption: the one in the middle is taller than the ones on the side are
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: no lions, four tigers
Answer: ",No.
205,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: The red book is above the yellow book and below the blue book
Answer: No.

Example 2:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 3:
Image: <image>
Caption: a large living thing in front of a large non-living thing
Answer: No.

Example 4:
Image: <image>
Caption: people fall on the leaves
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: there is a mug in some grass
Answer: Yes.

Example 7:
Image: <image>
Caption: there are two people and a bunch of horses
Answer: No.

Example 8:
Image: <image>
Caption: the one in the middle is taller than the ones on the side are
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: four lions, no tigers
Answer: ",No.
205,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: The red book is above the yellow book and below the blue book
Answer: No.

Example 2:
Image: <image>
Caption: the driver wearing a shirt is in front of the other person wearing a sleeveless top
Answer: Yes.

Example 3:
Image: <image>
Caption: a large living thing in front of a large non-living thing
Answer: No.

Example 4:
Image: <image>
Caption: people fall on the leaves
Answer: Yes.

Example 5:
Image: <image>
Caption: white land and black water
Answer: No.

Example 6:
Image: <image>
Caption: there is a mug in some grass
Answer: Yes.

Example 7:
Image: <image>
Caption: there are two people and a bunch of horses
Answer: No.

Example 8:
Image: <image>
Caption: the one in the middle is taller than the ones on the side are
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: no lions, four tigers
Answer: ",Yes.
206,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: I need my strength back
Answer: Yes.

Example 3:
Image: <image>
Caption: there are more legs than wheels
Answer: No.

Example 4:
Image: <image>
Caption: cat house
Answer: Yes.

Example 5:
Image: <image>
Caption: darker things become light in stripes
Answer: No.

Example 6:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Example 7:
Image: <image>
Caption: black dog wearing a brown sweater
Answer: No.

Example 8:
Image: <image>
Caption: one cheerlearder supporting multiple cheerleaders
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a small spherical object is heavier than a big spherical object
Answer: ",No.
206,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: I need my strength back
Answer: Yes.

Example 3:
Image: <image>
Caption: there are more legs than wheels
Answer: No.

Example 4:
Image: <image>
Caption: cat house
Answer: Yes.

Example 5:
Image: <image>
Caption: darker things become light in stripes
Answer: No.

Example 6:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Example 7:
Image: <image>
Caption: black dog wearing a brown sweater
Answer: No.

Example 8:
Image: <image>
Caption: one cheerlearder supporting multiple cheerleaders
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a big spherical object is heavier than a small spherical object
Answer: ",Yes.
206,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: I need my strength back
Answer: Yes.

Example 3:
Image: <image>
Caption: there are more legs than wheels
Answer: No.

Example 4:
Image: <image>
Caption: cat house
Answer: Yes.

Example 5:
Image: <image>
Caption: darker things become light in stripes
Answer: No.

Example 6:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Example 7:
Image: <image>
Caption: black dog wearing a brown sweater
Answer: No.

Example 8:
Image: <image>
Caption: one cheerlearder supporting multiple cheerleaders
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a small spherical object is heavier than a big spherical object
Answer: ",No.
206,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: plant made out of a light bulb
Answer: No.

Example 2:
Image: <image>
Caption: I need my strength back
Answer: Yes.

Example 3:
Image: <image>
Caption: there are more legs than wheels
Answer: No.

Example 4:
Image: <image>
Caption: cat house
Answer: Yes.

Example 5:
Image: <image>
Caption: darker things become light in stripes
Answer: No.

Example 6:
Image: <image>
Caption: there are more pineapples than boxes
Answer: Yes.

Example 7:
Image: <image>
Caption: black dog wearing a brown sweater
Answer: No.

Example 8:
Image: <image>
Caption: one cheerlearder supporting multiple cheerleaders
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: a big spherical object is heavier than a small spherical object
Answer: ",No.
207,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is more red wine than white wine
Answer: No.

Example 2:
Image: <image>
Caption: a large living thing in front of a large non-living thing
Answer: Yes.

Example 3:
Image: <image>
Caption: seat numbers increasing from left to right
Answer: No.

Example 4:
Image: <image>
Caption: a fish is jumping from left to right
Answer: Yes.

Example 5:
Image: <image>
Caption: a frog is above rocks which are under the water
Answer: No.

Example 6:
Image: <image>
Caption: visiting animals at home can be fun
Answer: Yes.

Example 7:
Image: <image>
Caption: more kisses than hugs
Answer: No.

Example 8:
Image: <image>
Caption: the glasses full of water are above the person's head and leg
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: an older person blocking a younger person
Answer: ",Yes.
